FileID,Filename,N Sr,Nerr Sr,Nth Sr,Nbec Sr,OD Sr,sx Sr,sxerr Sr,sy Sr,syerr Sr,rx Sr,rxerr Sr,ry Sr,ryerr Sr,mx Sr,myerr Sr,my Sr,myerr Sr,T Sr,Terr Sr,sigma Sr,params Sr,Angle Sr,N K,Nerr K,Nth K,Nbec K,OD K,sx K,sxerr K,sy K,syerr K,rx K,rxerr K,ry K,ryerr K,mx K,myerr K,my K,myerr K,T K,Terr K,sigma K,params K,Angle K,N Rb,Nerr Rb,Nth Rb,Nbec Rb,OD Rb,ODerr Rb,sx Rb,sxerr Rb,sy Rb,syerr Rb,rx Rb,rxerr Rb,ry Rb,ryerr Rb,mx Rb,mxerr Rb,my Rb,myerr Rb,T Rb,Terr Rb,sigma Rb,Angle Rb,OD2 Rb,OD2err Rb,sx2 Rb,sx2err Rb,sy2 Rb,syerr Rb,N2 Rb,N2err Rb,params Rb,N total {*},m {*},rho Sr {*},rho K {*},rho Rb {*},dynamic [(mx_K^2+my_K^2)^2] {*},dynamic 2,dynamic 3,dynamic 4,dynamic 5,dynamic 6,dynamic 7,user {*},user2,user3,Omit,IterationNum,IterationCount,Dark_MOT_durati,Dumm,repumper_dark,dark_detuning,Imaging_det,1070_R1,1070_R2,1070_R3,1070_R4,1070_R5,1070_R6,1070_R7,t_exp,Rb_VCO,1550_R5,1550_R6,1550_R7,t_R1,t_R2,t_R3,t_R4,t_R5,t_R6,t_R7,vva_imag,on_1550,freq,time_freq,push_int,k_vco,k_dark_start,k_dark_rep,k_dark_vco,k_dark_cool_int,k_dark_aom,Dark2_MOT_durat,k_dark2_rep,k_dark2_vco,k_dark2_cool_in,k_dark2_aom,imag_k,k_imag_det,aom_img,gradient,feshbach,gradient2,mol_dur,k_mol_vco_1,k_mol_rep,k_mol_aom,k_mol_vco_2,tt,k_dark_dur,ri,r1,ci,c1,Remark,masked
44,,,,,,,,,,,,,,,,,,,,,,,,78.37190408657041,18.764594891897655,,,8.8749445399241154,25.760983212634574,0.71420341795682918,15.352422549584936,0.42563400630652909,,,,,211.30011263699382,0.163149,180.1618196045126,,0.17695228115238656,,5.996576025853118,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,22.0,200.0,1020.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
45,,83.761933389766867,8.5734348834631788,,,9.4454167740710808,26.306470528352243,0.31097702341526751,15.097588458087236,0.17847331256419421,,,,,215.55464396592882,0.0689465,181.28511872090081,,0.17946307050332916,,2.7484687958370384,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,82.901623751375737,8.2437380676615089,,,9.4451062526873866,26.179567480681666,0.30143695730715991,15.015448925803044,0.17289102640002968,,,,,215.55976163960455,0.0662743,181.28624809197385,,0.1776554835446742,,2.6425508805712097,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,83.761933389766867,8.5734348834631788,,,9.4454167740710808,0.557946,26.306470528352243,0.31097702341526751,15.097588458087236,0.17847331256419421,,,,,215.55464396592882,0.120134,181.28511872090081,0.0689465,0.17946307050332916,,2.7484687958370384,,,,,,,,,,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,9.0,22.0,200.0,1008.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
46,,97.160158212467749,8.341050890881025,,,10.105831817724095,26.770617020717001,0.26543364208191633,16.08430741429412,0.15947769005969167,,,,,217.35668482679844,0.0616051,181.56721253975616,,0.19226079068447288,,2.5680089067006646,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,96.624954037339521,8.6506047381201654,,,10.098057034140757,26.707547563597259,0.27693559791892769,16.045825680446264,0.16638226553797722,,,,,217.35655167548003,0.0637281,181.56699819649768,,0.191350688537296,,2.65438738581061,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,97.160158212467749,8.341050890881025,,,10.105831817724095,0.500671,26.770617020717001,0.26543364208191633,16.08430741429412,0.15947769005969167,,,,,217.35668482679844,0.102535,181.56721253975616,0.0616051,0.19226079068447288,,2.5680089067006646,,,,,,,,,,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,8.0,22.0,200.0,1008.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
47,,,,,,,,,,,,,,,,,,,,,,,,79.611426334398331,12.852287146504716,,,9.1391656191097201,25.886431047024796,0.48388319969177251,15.070972519176964,0.28171480570733548,,,,,209.25032450428455,0.107997,178.93556015437028,,0.1756119605762263,,4.1356384393805099,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,22.0,200.0,1020.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
48,,,,,,,,,,,,,,,,,,,,,,,,92.64065475189858,15.738298763087588,,,10.491729550818834,25.743825600060898,0.50641877587139605,15.361231821758187,0.30217791347950701,,,,,211.69875270845736,0.115828,181.17501829059429,,0.17688042586008132,,5.029702987127286,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,22.0,200.0,1000.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
49,,,,,,,,,,,,,,,,,,,,,,,,82.951090688152334,14.406480016898632,,,8.991183682314329,26.906972684038898,0.54117579209804534,15.356243574419906,0.30885789107531314,,,,,214.69945237159908,0.118341,181.35072864943129,,0.18698826194383347,,4.5029836822265521,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,22.0,200.0,1002.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
50,,,,,,,,,,,,,,,,,,,,,,,,79.210419020738996,17.006158664049174,,,9.2177302484723178,25.053785016299962,0.62279299533367161,15.361356522958063,0.38185622164607053,,,,,214.05692057264062,0.146404,180.93268209878016,,0.17099265864919225,,5.510083500145277,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,22.0,200.0,1012.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
51,,,,,,,,,,,,,,,,,,,,,,,,94.574928026728429,20.023111280781361,,,10.068164197146164,26.786503640207481,0.65680088293552408,15.705591554651837,0.38509871925413613,,,,,211.91960258363133,0.147528,180.51345382937566,,0.18901903787503216,,6.2017499742110003,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,22.0,200.0,1018.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
52,,,,,,,,,,,,,,,,,,,,,,,,80.152940334309136,18.046723778680409,,,9.6695043959760216,26.372505732350685,0.68743701711297045,14.076946086430066,0.36693579062819481,,,,,217.78054959132965,0.140726,180.58355875703035,,0.17128310900973776,,5.9547113003126944,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,22.0,200.0,1018.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
53,,72.066260488118715,8.0043839393461109,,,8.2285414477512671,25.962123916360419,0.33303711320459845,15.108227187792846,0.19380537305027248,,,,,214.27439873641791,0.07487,181.36122920983684,,0.17658186033009463,,2.5821079827339308,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,71.323567315374476,8.2393124150079,,,8.2224574861476842,25.844935094436746,0.3456936592459679,15.031439507257758,0.20105576469749215,,,,,214.27452152478853,0.0770787,181.36180005365233,,0.17491779647841982,,2.6569458954416647,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,72.066260488118715,8.0043839393461109,,,8.2285414477512671,0.527453,25.962123916360419,0.33303711320459845,15.108227187792846,0.19380537305027248,,,,,214.27439873641791,0.128657,181.36122920983684,0.07487,0.17658186033009463,,2.5821079827339308,,,,,,,,,,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,6.0,22.0,200.0,1006.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
54,,,,,,,,,,,,,,,,,,,,,,,,76.668448345663563,15.916002326238305,,,8.6112706707444229,25.890481052332937,0.62236983962357051,15.401177033414884,0.37022215734422209,,,,,212.49261719250097,0.141899,179.35841241129663,,0.178490005024526,,5.0652331887187989,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,22.0,200.0,1016.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
55,,,,,,,,,,,,,,,,,,,,,,,,66.330161330112645,20.397264710081508,,,8.2558456794962893,25.493952701035546,0.90753688970208179,14.114220914355784,0.5024396396130324,,,,,212.52892155477213,0.192744,179.81226916658807,,0.16423241936958632,,6.8374060442402627,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,22.0,200.0,1014.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
56,,,,,,,,,,,,,,,,,,,,,,,,72.951641579879563,18.079402644180011,,,8.8019962327028995,25.14810337349854,0.72153403070569044,14.760234352064522,0.42349155163764957,,,,,210.50928569430809,0.162417,180.2538874342431,,0.16673106886226313,,5.9659213566847153,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,22.0,200.0,1012.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
57,,,,,,,,,,,,,,,,,,,,,,,,72.505085068876056,18.751022045686817,,,8.2417145980646875,25.506735328461282,0.7638132111728192,15.446874519961298,0.46256516472995285,,,,,214.75396135705031,0.177311,180.79048928421227,,0.1755794296389919,,6.003724350668314,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,22.0,200.0,1014.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
58,,,,,,,,,,,,,,,,,,,,,,,,71.475761339084897,19.038723642415672,,,8.3776741489357907,24.197046890416228,0.74624081933498387,15.791288165009401,0.48700577041506771,,,,,212.29647472767391,0.18673,181.34206641570347,,0.16740017257864029,,6.1911218101296663,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,22.0,200.0,1002.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
59,,,,,,,,,,,,,,,,,,,,,,,,66.906788298469479,15.104834530058811,,,8.0850039611280167,25.450909398170499,0.66519630455970769,14.562342470569854,0.38060780243575576,,,,,218.34582982036011,0.145972,182.72931017201657,,0.16760885235223374,,4.9882129858187518,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,22.0,200.0,1004.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
60,,67.726532364127465,7.6610312010477664,,,8.3290957109440811,25.114003187706679,0.32809116040170194,14.500722501109291,0.18943846934288741,,,,,211.54681797844358,0.0731862,180.72187393239525,,0.16428675925827901,,2.5648990673294412,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,66.978608939494336,7.8300029466120149,,,8.3218876794415735,24.994043360301163,0.33824427609145646,14.421895820993381,0.19517148328572514,,,,,211.5474135117739,0.0748698,180.72266591742039,,0.16264211567105138,,2.6223750198465536,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,67.726532364127465,7.6610312010477664,,,8.3290957109440811,0.543756,25.114003187706679,0.32809116040170194,14.500722501109291,0.18943846934288741,,,,,211.54681797844358,0.126752,180.72187393239525,0.0731862,0.16428675925827901,,2.5648990673294412,,,,,,,,,,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,11.0,22.0,200.0,1010.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
61,,,,,,,,,,,,,,,,,,,,,,,,74.280604014067166,16.840796626558152,,,8.7869540085150977,25.357976042885891,0.66562258276343356,14.930250187196465,0.39190479162335401,,,,,212.9978910217138,0.150278,179.12513339832236,,0.16992041143366249,,5.5019433679657626,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,22.0,200.0,1004.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
62,,,,,,,,,,,,,,,,,,,,,,,,64.924096877458666,15.854715422376863,,,7.9383003141213537,24.796978317355205,0.70103235435485844,14.771487434319658,0.41760295270383363,,,,,217.32376605469847,0.160176,180.58552889721929,,0.16390329287547403,,5.2670985250085165,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,22.0,200.0,1000.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
63,,,,,,,,,,,,,,,,,,,,,,,,65.808305905672029,15.658260367967612,,,8.1759755876644444,24.722329616479914,0.68095826688408856,14.581302897664697,0.40163108941912656,,,,,209.69737847165632,0.15407,179.98012421673448,,0.16171661333694734,,5.2440028164609052,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,22.0,200.0,500.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
64,,78.960669371637124,7.7676664261564836,,,9.5319708557132401,24.964595491014599,0.28363247938454156,14.861005033571228,0.16884171113371851,,,,,219.04215917913982,0.0652283,181.00690483439453,,0.16604045817200333,,2.5765403885941796,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,77.967012323638869,8.0704441763437789,,,9.534476524850561,24.810786660932962,0.2973128563910723,14.761078964318251,0.17688513906300068,,,,,219.04791607672004,0.0678462,181.00771702530022,,0.16393146047836088,,2.6812846141428128,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,78.960669371637124,7.7676664261564836,,,9.5319708557132401,0.541174,24.964595491014599,0.28363247938454156,14.861005033571228,0.16884171113371851,,,,,219.04215917913982,0.109575,181.00690483439453,0.0652283,0.16604045817200333,,2.5765403885941796,,,,,,,,,,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,False,19.0,22.0,200.0,518.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
65,,,,,,,,,,,,,,,,,,,,,,,,27.323027125783348,53.505586051248365,,,0.44433545143962194,60.644259427733026,14.082531980991364,45.412221829698154,10.564643387794495,,,,,212.05912521814076,3.73755,180.52202142928959,,1.177507507373573,,6.135688481603907,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,18.0,22.0,200.0,518.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
66,,,,,,,,,,,,,,,,,,,,,,,,71.222773285475668,19.147598375178234,,,8.1772521834840344,25.553044555027736,0.79542872896790506,15.265584441350409,0.47519518885016443,,,,,220.59362237061839,0.182169,181.38901537668789,,0.17442393666141787,,6.16176920919927,"Gauss2d, vertical, t_exp = 15.0ms, OD_max = 0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,22.0,200.0,520.0,-1.95,-3.5,-6.1,-2.8,-2.725,-2.45,-2.075,-2.0,-1.664,-1.26,1.0,-6.05,-1.7,-1.3,-0.81,30.0,20.0,10.0,100.0,50.0,400.0,8000.0,-2.7,0.0,6.0,666.0,-7.0,-1.45,170.0,-0.65,-1.2,-1.7,-1.2,10.0,-0.61,-2.1,-1.55,-1.3,-2.0,-1.0,-2.0,-0.2,-0.185,-0.185,6.0,-0.275,-0.8,-2.1,-0.375,1.0,50.0,-0.75,-0.6,-5.0,-3.8,,False
